product_name,price,description,rating,subTitle,Features
"Vostro Aero06 Canvas Shoes",1299,"No Description",0.0,NULL,NULL
"Vostro Aero05 Canvas Shoes",1299,"No Description",0.0,NULL,NULL
"Puma Limnos CAT 2 DP Canvas Shoes",NULL,"No Description",1.0,NULL,NULL
"Kart4smart Canvas Shoes",515,"No Description",0.0,NULL,NULL
"Alpha Man Red Casuals",599,"No Description",0.0,NULL,NULL
"Sricam ap005 Smart Monitoring System",3599,"No Description",5.0,NULL,NULL
"Smiledrive Super Smart Wifi Ip Plug & Play Hd Cctv Camera With Remote Pan & Tilt Function, 64gb Memo",3799,"No Description",4.0,NULL,NULL
"Versoba Adore Vogue Canvas Shoes",499,"No Description",0.0,NULL,NULL
"Port Cheiff-Rd Loafers",699,"No Description",0.0,NULL,NULL
"Alexus Plain casual shoe",1499,"No Description",0.0,NULL,NULL
"Sricam sp005 Smart Monitoring System",3599,"No Description",0.0,NULL,NULL
"Shalimar Casuals",499,"No Description",0.0,NULL,NULL
"Smiledrive Cleverdog World's Smartest Plug & Play Wireless Wifi CCTV IP CAMERA Smart Monitoring Syst",3499,"No Description",4.3,NULL,NULL
"RockSoft Blue Casuals",499,"No Description",0.0,NULL,NULL
"Sricam Sp007 Smart Monitoring System",3999,"No Description",0.0,NULL,NULL
"Sricam ap005 Smart Monitoring System",3599,"No Description",0.0,NULL,NULL
"EasyN 196 Smart Monitoring System",NULL,"No Description",0.0,NULL,NULL
"Micromax Canvas Xpress 2",6199,"No Description",3.9,"(Black & Champagne, 8 GB)",NULL
"Letv Le 1S",10999,"No Description",0.0,"(Gold, 32 GB)",NULL
"Vostro Comfort Casual Shoes",1090,"No Description",0.0,NULL,NULL
"Macroplus Robot Ball Wireless HD IP Camera Smart Monitoring System",4500,"No Description",0.0,NULL,NULL
"Bata Loafers",799,"No Description",1.0,NULL,NULL
"Bata Loafers",2499,"No Description",0.0,NULL,NULL
"Bata Loafers",799,"No Description",4.3,NULL,NULL
"Bata Casual Shoes",2299,"No Description",0.0,NULL,NULL
"Bata Loafers",2799,"No Description",0.0,NULL,NULL
"Bata Loafers",3299,"No Description",0.0,NULL,NULL
"Pavechas Solid Banarasi Cotton, Silk, Jacquard Sari",399,"No Description",1.0,NULL,NULL
"Pavechas Solid Banarasi Cotton, Silk Sari",399,"No Description",0.0,NULL,NULL
"Bata Outdoors",1399,"No Description",3.7,NULL,NULL
"Bata Casuals",1399,"No Description",0.0,NULL,NULL
"Bata Outdoors",899,"No Description",5.0,NULL,NULL
"Bata Casuals",1399,"No Description",5.0,NULL,NULL
"Pavechas Self Design Banarasi Cotton, Satin, Silk Sari",1299,"No Description",0.0,NULL,NULL
"Pavechas Solid Banarasi Cotton, Silk Sari",399,"No Description",4.0,NULL,NULL
"It'S Banii Woven Banarasi Handloom Banarasi Silk Sari",950,"No Description",0.0,NULL,NULL
"Asus Zenfone 2 Laser ZE550KL",9999,"No Description",4.0,"(White, 16 GB)",NULL
"Asus Zenfone 2 Laser ZE550KL",9999,"No Description",4.2,"(Black, 16 GB)",NULL
"Lenovo A7000",8930,"No Description",3.8,"(Black, 8 GB)",NULL
"Puma Hip Hop 4 Ind. Sneakers",1744,"No Description",3.3,NULL,NULL
"Wellspring Healthy Natural Weight Gainers & Mass Gainers",756,"No Description",0.0,"(1 kg)",NULL
"Zenith Nutrition Pine Ext Anti-Oxidants",1778,"No Description",0.0,"(60 No)",NULL
"Zenith Nutrition Tribulus Anti-Oxidants",507,"No Description",0.0,"(60 No)",NULL
"Zenith Nutrition AcaiFab Anti-Oxidants",1544,"No Description",0.0,"(240 No)",NULL
"Zenith Nutrition Alpha Anti-Oxidants",1420,"No Description",0.0,"(240 No)",NULL
"Venky's nutrition Mass gainer Chocolate Weight Gainers & Mass Gainers",460,"No Description",0.0,"(500 g)",NULL
"Zenith Nutrition Vitamin B6 Multi Vitamin",468,"No Description",0.0,"(300 No)",NULL
"Wellwoman Multi Vitamin",399,"
	You try and give your everything when it comes to your daily tasks, but are you giving your health the same attention? If you want to continue being in good condition to embrace each day with full vigor, it's about time you take a look at your health. After all, health is wealth. To help you give your body its dose of essential nutrients is this pack of Well Woman multi-vitamin capsules.",0.0,"(30 No)",NULL
"Wow W Health Garcinia Fat Loss",2399,"No Description",0.0,"(90 No)",NULL
"Zenith Nutrition Resveratrol Calcium Multi Vitamin",2746,"No Description",0.0,"(240 No)",NULL
"Venky's nutrition Intense mass Chocolate Weight Gainers & Mass Gainers",3050,"No Description",0.0,"(3 kg)",NULL
"Venky's nutrition Mass gainer Chocolate Weight Gainers & Mass Gainers",2421,"No Description",0.0,"(3 kg)",NULL
"Venky's nutrition whey Chocolate Whey Protein",1286,"No Description",0.0,"(500 g)",NULL
"Venky's nutrition creatine Natural Weight Gainers & Mass Gainers",400,"No Description",2.0,"(200 g)",NULL
"Venky's nutrition Creatin plus Lemon Creatine",729,"No Description",0.0,"(1 kg)",NULL
"Venky's nutrition Mass gainer Chocolate Weight Gainers & Mass Gainers",878,"No Description",2.0,"(1 kg)",NULL
"Carati Jewels Gold Diamond 18K Yellow Gold 18 K Ring",7578,"No Description",0.0,NULL,NULL
"Carati Jewels Gold Diamond 14K Yellow Gold 14 K Ring",8929,"No Description",0.0,NULL,NULL
"Venky's nutrition ironman Chocolate Whey Protein",4850,"No Description",0.0,"(2 kg)",NULL
"Nutty Gritties Organic Bombay Mix",470,"No Description",0.0,"(300 g Pack of 1)",NULL
"Wow Body Cleans Fat Loss",3661,"No Description",0.0,"(60 No)",NULL
"Nutty Gritties Organic Sunflower Seeds",300,"No Description",0.0,"(300 g Pack of 1)",NULL
"Four Star Loafers",499,"No Description",0.0,NULL,NULL
"Wega Life ELEGANT Loafers",999,"No Description",3.1,NULL,NULL
"Prolific Hijack Sneakers",699,"No Description",0.0,NULL,NULL
"Amvi Fifa Red Casuals Shoes",349,"No Description",0.0,NULL,NULL
"Sam Stefy Canvas Shoes",395,"No Description",1.0,NULL,NULL
"Clymb Canvas Shoes",275,"No Description",3.5,NULL,NULL
"Arrow Casuals",2519,"No Description",0.0,NULL,NULL
"V5 Casual Shoes",499,"No Description",3.0,NULL,NULL
"Digni Casual Shoes",779,"No Description",0.0,NULL,NULL
"By Nature Hemp Seeds (Pack of 1)",350,"No Description",0.0,"(100 g Pack of 1)",NULL
"By Nature Hemp Seeds",670,"No Description",0.0,"(100 g Pack of 2)",NULL
"Satvikk Organic Basil Seeds",80,"No Description",0.0,"(90 g Pack of 1)",NULL
"Nutty Gritties Organic Bombay Mix",195,"No Description",0.0,"(120 g Pack of 1)",NULL
"Nutty Gritties Organic Sunflower Seeds",130,"No Description",0.0,"(120 g Pack of 1)",NULL
"True Elements Flax & Sesame Seeds",160,"No Description",0.0,"(125 g Pack of 1)",NULL
"Nutty Gritties Organic Pumpkin Seeds",800,"No Description",0.0,"(300 g Pack of 1)",NULL
"By Nature Quinoa",570,"No Description",0.0,"(500 g Pack of 1)",NULL
"Al Fez Organic Zaatar",262,"No Description",0.0,"(38 g Pack of 1)",NULL
"Khao Shong Organic Wasabi Coated Peas",215,"No Description",5.0,"(140 g Pack of 1)",NULL
"By Nature Chia Seeds (Pack of 3)",660,"No Description",0.0,"(100 g Pack of 3)",NULL
"Satvikk Organic Black Quinoa",210,"No Description",0.0,"(200 g Pack of 1)",NULL
"Satvikk Organic Black Chia Seeds",170,"No Description",0.0,"(90 g Pack of 1)",NULL
"By Nature Chia Seeds (Pack of 2)",460,"No Description",0.0,"(100 g Pack of 2)",NULL
"Quinoa Organic Quinoa Seed",523,"No Description",0.0,"(500 g Pack of 1)",NULL
"Al Fez Organic Sumac",281,"No Description",0.0,"(38 g Pack of 1)",NULL
"Nutty Gritties Organic Pumpkin Seeds",320,"No Description",0.0,"(120 g Pack of 1)",NULL
"By Nature Quinoa (Pack of 2)",575,"No Description",0.0,"(250 g Pack of 2)",NULL
"By Nature Quinoa",310,"No Description",0.0,"(250 g Pack of 1)",NULL
"By Nature Organic Flax Seeds",320,"No Description",0.0,"(200 g Pack of 4)",NULL
"Asus Zenfone 2 Laser ZE550KL",9999,"No Description",4.1,"(White, 16 GB)",NULL
"Asus Zenfone 2 Laser ZE550KL",9999,"An impressive performer that's adept at web surfing, gaming and streaming videos, the Asus Zenfone 2 Laser boasts a 64-bit processor, 2 GB RAM, a Corning Gorilla Glass 4 display and ZenUI with Android Lollipop.",4.2,"(Black, 16 GB)",NULL
"Lenovo A7000",8900,"No Description",3.8,"(Black, 8 GB)",NULL
"Converse CT OX Canvas Shoes",2324,"No Description",0.0,NULL,NULL
"Aaron Canvas Shoes",299,"No Description",5.0,NULL,NULL
"Bersache Orifwsh-123 Canvas Shoes",348,"No Description",0.0,NULL,NULL
"Ts4U Canvas Shoes",799,"No Description",0.0,NULL,NULL
"Kielz Gents Canvas Shoes",1189,"No Description",0.0,NULL,NULL
"Royal Run Elegant Canvas Shoes",999,"No Description",0.0,NULL,NULL
"Zeppo Canvas Shoes",499,"No Description",0.0,NULL,NULL
"Vittaly Stylish Canvas Shoes",999,"No Description",0.0,NULL,NULL
"Converse CT HI Canvas Shoes",2417,"No Description",0.0,NULL,NULL
"Snappy Gents Canvas Shoes",539,"No Description",0.0,NULL,NULL
"Alexus Plain Canvas Shoes",599,"No Description",0.0,NULL,NULL
"Vittaly Designer Canvas Shoes",899,"No Description",0.0,NULL,NULL
"Royal Run Elegant Canvas Shoes",599,"No Description",0.0,NULL,NULL
"Zoot24 Canvas Shoes",499,"No Description",5.0,NULL,NULL
"Guava Canvas Shoes",749,"No Description",0.0,NULL,NULL
"Zortex Canvas Shoes",329,"No Description",0.0,NULL,NULL
"Walk Free Stylish Blue Canvas Shoes",699,"No Description",0.0,NULL,NULL
"Cox Swain Canvas Shoes",349,"No Description",0.0,NULL,NULL
"NE Shoes Canvas Shoes",349,"No Description",0.0,NULL,NULL
"Jolly Jolla Yuqi Canvas Shoes",535,"No Description",0.0,NULL,NULL
"Alexus Basic Casual shoe",1499,"No Description",0.0,NULL,NULL
"Speed Canvas Shoes",370,"No Description",0.0,NULL,NULL
"Vittaly Printed Canvas Shoes",999,"No Description",0.0,NULL,NULL
"Vivaan Footwear Red-145 Canvas Shoes",348,"No Description",0.0,NULL,NULL
"Vostro Canvas Shoes",1099,"No Description",0.0,NULL,NULL
"Funk Gard Black with Red Counter Canvas Shoes",899,"No Description",0.0,NULL,NULL
"Sam Stefy Blue Red A33 Canvas Shoes",499,"No Description",1.0,NULL,NULL
"Breakbounce Alba Canvas Shoes",1200,"No Description",0.0,NULL,NULL
"Blue-Tuff Canvas Shoes",399,"No Description",0.0,NULL,NULL
"Funk Lore Red Canvas Shoes",479,"No Description",4.0,NULL,NULL
"OWL Adore Agile Canvas Shoes",499,"No Description",0.0,NULL,NULL
"Seastar Duo Tone Canvas Shoes",899,"No Description",0.0,NULL,NULL
"Cubebro Canvas Shoes",999,"No Description",0.0,NULL,NULL
"TerraVulc Green and Black Canvas Shoes",304,"No Description",4.0,NULL,NULL
"11e Lgs2 Canvas Shoes",249,"No Description",0.0,NULL,NULL
"Vittaly Casual Canvas Shoes",499,"No Description",0.0,NULL,NULL
"Spunk Contemporary Appeal Canvas Shoes",1019,"No Description",0.0,NULL,NULL
"Clymb Canvas Shoes",278,"No Description",0.0,NULL,NULL
"Centto Canvas Shoes",349,"No Description",0.0,NULL,NULL
"Footstamp Canvas Shoes",499,"No Description",0.0,NULL,NULL
"11e Lgs2 Casual Shoes",249,"No Description",0.0,NULL,NULL
"Funk Zox Blue and Red Canvas Shoes",479,"No Description",5.0,NULL,NULL
"Alexus Basic Canvas Shoes",599,"No Description",0.0,NULL,NULL
"11e Hgs5 Canvas Shoes",279,"No Description",0.0,NULL,NULL
"Vittaly Canvas Shoes",499,"No Description",0.0,NULL,NULL
"Docasto Canvas Shoes",1199,"No Description",0.0,NULL,NULL
"11e Hgs1 Canvas Shoes",279,"No Description",0.0,NULL,NULL
"Smiley Big Flag Canvas Shoes",NULL,"No Description",0.0,NULL,NULL
"Funk Goug Black with Red Canvas Shoes",899,"No Description",0.0,NULL,NULL
"F22 04 Canvas Shoes",410,"No Description",4.0,NULL,NULL
"Funk Dox Black Canvas Shoes",959,"No Description",0.0,NULL,NULL
"Aquarios Comfortable Outdoors Canvas Shoes",499,"No Description",0.0,NULL,NULL
"Athlio Canvas Shoes",285,"No Description",0.0,NULL,NULL
"Urban Tape Step Canvas Shoes",429,"No Description",0.0,NULL,NULL
"Good Nice Canvas Shoes",499,"No Description",0.0,NULL,NULL
"2Dost Canvas Shoes",495,"No Description",0.0,NULL,NULL
"Ventyn Canvas Shoes",399,"No Description",0.0,NULL,NULL
"Footfly Canvas Shoes",499,"No Description",0.0,NULL,NULL
"Smiley Pipex Canvas Shoes",NULL,"No Description",0.0,NULL,NULL
"11e Lgs3 Canvas Shoes",249,"No Description",0.0,NULL,NULL
"Drivn Canvas Shoes",399,"No Description",0.0,NULL,NULL
"11e Hgs6 Casual Shoes",279,"No Description",0.0,NULL,NULL
"Broxx Canvas Shoes",399,"No Description",0.0,NULL,NULL
"Liberty Casual Shoes Canvas Shoes",499,"No Description",0.0,NULL,NULL
"Rexona Canvas Shoes",499,"No Description",0.0,NULL,NULL
"Tashi Stylish Red Sneakers Canvas Shoes",499,"No Description",0.0,NULL,NULL
"Clymb Canvas Shoes",288,"No Description",2.7,NULL,NULL
"Knight Ace Kraasa 2277 Canvas Shoes",475,"No Description",0.0,NULL,NULL
"Knight Ace Casual shoe",460,"No Description",0.0,NULL,NULL
"X2 Shoes canvas shoe for men",500,"No Description",0.0,NULL,NULL
"Seastar Sider EspaD Laced Up Canvas Shoes",999,"No Description",0.0,NULL,NULL
"Seastar Sider Duo Tone Dotted Laced Up Canvas Shoes",999,"No Description",0.0,NULL,NULL
"Leemax Canvas Shoes",499,"No Description",0.0,NULL,NULL
"Real Fabi Gold Canvas Shoes",499,"No Description",0.0,NULL,NULL
"BLACKWOOD Pride Canvas Shoes",399,"No Description",0.0,NULL,NULL
"Real Blue Canvas Shoes",290,"No Description",0.0,NULL,NULL
"Fad Canvas Shoes",599,"No Description",0.0,NULL,NULL
"Randier R003 Canvas Shoes",499,"No Description",3.0,NULL,NULL
"Style Hd Casuals, Loafers, Canvas Shoes",259,"No Description",0.0,NULL,NULL
"Athlio Canvas Shoes",379,"No Description",0.0,NULL,NULL
"HUBBERHOLME Canvas Shoes",799,"No Description",0.0,NULL,NULL
"Jack & Jones Canvas Shoes",2195,"No Description",0.0,NULL,NULL
"Sparx Sneakers, Canvas Shoes",1199,"No Description",2.8,NULL,NULL
"Zovi Apple Red White Accent Canvas Shoes",289,"No Description",0.0,NULL,NULL
"Nuke Twin Tone Canvas Shoes",269,"No Description",1.5,NULL,NULL
"Duppy Optimus Canvas Shoes",649,"No Description",4.0,NULL,NULL
"Yepme Canvas Shoes",349,"No Description",5.0,NULL,NULL
"Yepme Canvas Shoes",349,"No Description",0.0,NULL,NULL
"Foot Step Canvas Shoes",1099,"No Description",0.0,NULL,NULL
"M Fasho SS15-1001 Canvas Shoes",325,"No Description",0.0,NULL,NULL
"Kraasa Canvas Shoes",499,"No Description",0.0,NULL,NULL
"Asees Canvas Shoes",499,"No Description",5.0,NULL,NULL
"Fostelo Red Canvas Shoes",599,"No Description",0.0,NULL,NULL
"11e Lgs2 Casual Shoes",249,"No Description",3.0,NULL,NULL
"Seastar Sider Anchor Canvas Shoes",999,"No Description",0.0,NULL,NULL
"shoeppee Canvas Shoes",399,"No Description",0.0,NULL,NULL
"Get Glamr Designer Canvas Shoes",499,"No Description",0.0,NULL,NULL
"Yepme Canvas Shoes",399,"No Description",0.0,NULL,NULL
"Funku Fashion Priority Canvas Shoes",1099,"No Description",0.0,NULL,NULL
"Zovi Quarter Red and Navy Casual Canvas Shoes",289,"No Description",3.5,NULL,NULL
"Yepme Red Canvas Shoes",399,"No Description",0.0,NULL,NULL
"Zovi Red Non Laced Canvas Shoes",824,"No Description",0.0,NULL,NULL
"Sparx Canvas Shoes",1375,"No Description",0.0,NULL,NULL
"Walk Free Hot Red Canvas Shoes",599,"No Description",0.0,NULL,NULL
"Vostro Vst-Rn01 Canvas Shoes",649,"No Description",0.0,NULL,NULL
"Vostro Vst-Sy006redblue Canvas Shoes",649,"No Description",0.0,NULL,NULL
"Funk Polly Red and Black Canvas Shoes",599,"No Description",4.0,NULL,NULL
"Volley Mark Canvas Shoes",249,"No Description",3.2,NULL,NULL
"Uprise U_hz002 Canvas Shoes",345,"No Description",0.0,NULL,NULL
"Vostro Vst-B0024bluered Canvas Shoes",649,"No Description",0.0,NULL,NULL
"Volley Bgtp Canvas Shoes",289,"No Description",4.2,NULL,NULL
"Yepme Canvas Shoes",349,"No Description",2.3,NULL,NULL
"Vittaly Steller Canvas Shoes",899,"No Description",0.0,NULL,NULL
"Get Glamr Designer Lace Ups Canvas Shoes",711,"No Description",0.0,NULL,NULL
"Yepme Men - Red Canvas Shoes",299,"No Description",0.0,NULL,NULL
"AQUALITE LEADS Canvas Shoes",499,"No Description",0.0,NULL,NULL
"Popstar Casuals",393,"No Description",0.0,NULL,NULL
"Aqualite Canvas Shoes",499,"No Description",0.0,NULL,NULL
"Get Glamr Printed Slip Ons Canvas Shoes",499,"No Description",0.0,NULL,NULL
"Funk Wan Black and Red Canvas Shoes",479,"No Description",0.0,NULL,NULL
"Funk Zeck Red Canvas Shoes",499,"No Description",5.0,NULL,NULL
"Volley Tiger Canvas Shoes",260,"No Description",5.0,NULL,NULL
"Alexus Canvas Shoe",599,"No Description",0.0,NULL,NULL
"Adibon Canvas Shoes",1190,"No Description",0.0,NULL,NULL
"Volley Tiger Canvas Shoes",299,"No Description",0.0,NULL,NULL
"Royal Run Elegant Canvas Shoes",289,"No Description",0.0,NULL,NULL
"Stunner Canvas Shoes",499,"No Description",0.0,NULL,NULL
"Zovi Multicolored High Ankle Canvas Shoes",299,"No Description",5.0,NULL,NULL
"Kinmac New-Ps2-Redblue Canvas Shoes",499,"No Description",0.0,NULL,NULL
"Featherz Canvas Shoes",599,"No Description",0.0,NULL,NULL
"Mcray Canvas Shoes",299,"No Description",0.0,NULL,NULL
"Digni Canvas Shoes",479,"No Description",0.0,NULL,NULL
"Knight Ace Enfield Canvas Shoes",449,"No Description",0.0,NULL,NULL
"Vostro Canvas Shoes",499,"No Description",3.0,NULL,NULL
"Metrogue Casual Canvas Shoes",420,"No Description",0.0,NULL,NULL
"Pinku Canvas Shoes",429,"No Description",0.0,NULL,NULL
"Duppy Legion Canvas Shoes",549,"No Description",4.1,NULL,NULL
"Spunk Chicago Canvas Shoes",959,"No Description",0.0,NULL,NULL
"Unistar Gents Red Canvas Shoes",499,"No Description",0.0,NULL,NULL
"Coleyy Red Canvas Shoes",499,"No Description",0.0,NULL,NULL
"Walk Free Composed Black Canvas Shoes",499,"No Description",1.0,NULL,NULL
"Arkour Argus Canvas Shoes",1488,"No Description",0.0,NULL,NULL
"Alexus Canvas Shoes",699,"No Description",0.0,NULL,NULL
"Aquarios Comfortable Outdoors Canvas Shoes",499,"No Description",3.0,NULL,NULL
"Boysons Canvas Shoes",499,"No Description",0.0,NULL,NULL
"Bersache Maxis-156 Canvas Shoes",348,"No Description",0.0,NULL,NULL
"Funk Jane Red Canvas Shoes",749,"No Description",4.5,NULL,NULL
"Cws Canvas Shoes",499,"No Description",0.0,NULL,NULL
"Boysons Canvas Shoes",499,"No Description",5.0,NULL,NULL
"Zoop Canvas Shoes",499,"No Description",0.0,NULL,NULL
"Touch By Lakhani Canvas Shoes",999,"No Description",0.0,NULL,NULL
"Rocksoft Red Canvas Shoes",499,"No Description",0.0,NULL,NULL
"Shoes N Style Canvas Shoes",499,"No Description",0.0,NULL,NULL
"Air Canvas Shoes",449,"No Description",0.0,NULL,NULL
"Shoe Smith SS1038 Canvas Shoes",499,"No Description",0.0,NULL,NULL
"Koolpals Desire Canvas Shoes",499,"No Description",0.0,NULL,NULL
"Sparx Canvas Sneakers",949,"No Description",4.4,NULL,NULL
"Nuke M Detailing Canvas Shoes",259,"No Description",2.0,NULL,NULL
"Frosty Fashion FF0200088 Canvas Shoes",509,"No Description",0.0,NULL,NULL
"Yepme Men Blue & Red Canvas Shoes",399,"No Description",0.0,NULL,NULL
"Sparx Canvas Sneakers",649,"
	Giving your casual style the uplift it needs to suit the season's trends, Sparxintroduces this pair of canvas shoes. Designed with a raised ankle, these shoes cause your style to become a rage when teamed with a pair of faded jeans and a graphic printed tee.",2.8,NULL,NULL
"Converse Speed Up Canvas Shoes",1599,"No Description",0.0,NULL,NULL
"Arkour Argus Derby Canvas Shoes",1988,"No Description",0.0,NULL,NULL
"Sparx Canvas Shoes",1349,"No Description",0.0,NULL,NULL
"Yepme Canvas Shoes",349,"No Description",3.4,NULL,NULL
"TerraVulc Mid Ankle Canvas Shoes",495,"No Description",3.5,NULL,NULL
"TerraVulc Red and Blue Canvas Shoes",320,"No Description",0.0,NULL,NULL
"Sparx Canvas Sneakers",1049,"No Description",3.5,NULL,NULL
"Star Ab Lionbluered Canvas Shoes",320,"No Description",0.0,NULL,NULL
"Noa Adore VOGUE Canvas Shoes",499,"No Description",0.0,NULL,NULL
"SAM STEFY Canvas Shoes",499,"No Description",0.0,NULL,NULL
"United Colors of Benetton Canvas Sneakers",1999,"No Description",3.6,NULL,NULL
"Yepme Fashionable Canvas Shoes",399,"No Description",2.0,NULL,NULL
"Adibon Canvas Shoes",995,"No Description",0.0,NULL,NULL
"Frosty Fashion Stylish Shoes FF0200099 Canvas Shoes",569,"No Description",0.0,NULL,NULL
"DaMochi Canvas Shoes",299,"No Description",0.0,NULL,NULL
"Cognisol Striped Canvas Shoes",499,"No Description",0.0,NULL,NULL
"Vans Rata Vulc SF Canvas Shoes",2974,"No Description",0.0,NULL,NULL
"Reebok REEBOK COURT Canvas Shoes",1375,"No Description",4.0,NULL,NULL
"Titas Titas Men's Blue/Red Canvas Shoes Canvas Shoes, Party Wear",699,"No Description",0.0,NULL,NULL
"Star Ab M2bluered Canvas Shoes",279,"No Description",0.0,NULL,NULL
"TerraVulc Canvas Sneakers",495,"No Description",4.2,NULL,NULL
"Duppy Wrapper Canvas Shoes",499,"No Description",4.5,NULL,NULL
"Max Air Canvas Shoes",990,"No Description",0.0,NULL,NULL
"TerraVulc Blue and Black Canvas Shoes",320,"No Description",0.0,NULL,NULL
"TerraVulc Green and Black Canvas Shoes",320,"No Description",0.0,NULL,NULL
"Funk Roben Black Canvas Shoes",849,"No Description",1.0,NULL,NULL
"United Colors of Benetton Canvas Sneakers",1999,"No Description",4.1,NULL,NULL
"Rexona Canvas Shoes",399,"No Description",0.0,NULL,NULL
"Kielz Gents Canvas Shoes",999,"No Description",0.0,NULL,NULL
"Popstar Canvas Shoes",278,"No Description",0.0,NULL,NULL
"Seastar Sider Anchor Slip On Canvas Shoes",999,"No Description",0.0,NULL,NULL
"Duppy Legion Canvas Shoes",549,"No Description",4.0,NULL,NULL
"Best Walk 3msport Canvas Shoes",249,"No Description",0.0,NULL,NULL
"Leather Like Black Red Canvas Shoes",399,"No Description",0.0,NULL,NULL
"Zovi Navy and Red Canvas Shoes",299,"No Description",5.0,NULL,NULL
"Spunk Anchor Canvas Shoes",1499,"No Description",0.0,NULL,NULL
"Highway Ronny Canvas Shoes",299,"No Description",5.0,NULL,NULL
"Volley 107 Canvas Shoes",299,"No Description",4.5,NULL,NULL
"Uprise U_hz001 Canvas Shoes",477,"No Description",0.0,NULL,NULL
"Li-Ning Skipper Canvas Shoes",2190,"No Description",0.0,NULL,NULL
"Zovi Red and Black Skeletal Casual Canvas Shoes",289,"No Description",4.0,NULL,NULL
"Yepme Canvas Shoes",299,"No Description",1.8,NULL,NULL
"Zoot24 705-Red Canvas Shoes",799,"No Description",0.0,NULL,NULL
"Mi Foot Canvas Shoes",499,"No Description",0.0,NULL,NULL
"Zovi Red Canvas Shoes",494,"No Description",0.0,NULL,NULL
"Sandhills Canvas Shoes",795,"No Description",0.0,NULL,NULL
"Ecorner Canvas Shoes",299,"No Description",0.0,NULL,NULL
"Rexona Canvas Shoes",399,"No Description",4.0,NULL,NULL
"Athlio Canvas Shoes",315,"No Description",0.0,NULL,NULL
"HD Shoes Canvas Shoes",599,"No Description",0.0,NULL,NULL
"American Cult Canvas Shoes",495,"No Description",0.0,NULL,NULL
"11e Hgs2 Canvas Shoes",279,"No Description",0.0,NULL,NULL
"Shoe Mate Canvas Shoes",699,"No Description",0.0,NULL,NULL
"Stylistry Maxis Running Canvas Shoes",299,"No Description",2.9,NULL,NULL
"TerraVulc Red and Blue Canvas Shoes",355,"No Description",1.0,NULL,NULL
"Funk Perry Black and Red Canvas Shoes",525,"No Description",0.0,NULL,NULL
"Klicker Canvas Shoes",297,"No Description",0.0,NULL,NULL
"RCI Red and Blue Mens Canvas Shoes",320,"No Description",0.0,NULL,NULL
"Firefox Canvas Shoes",499,"No Description",0.0,NULL,NULL
"Activa Classic Canvas Shoes",849,"No Description",0.0,NULL,NULL
"Crab Shoes Canvas Shoes",399,"No Description",0.0,NULL,NULL
"Star Ab Br1bluered Canvas Shoes",350,"No Description",0.0,NULL,NULL
"Bacca Bucci BBMB3067J Canvas Shoes",499,"No Description",4.0,NULL,NULL
"11e Hgs6 Canvas Shoes",279,"No Description",0.0,NULL,NULL
"Vittaly Stylish Canvas Shoes",499,"No Description",0.0,NULL,NULL
"CNS Canvas Shoes",449,"No Description",0.0,NULL,NULL
"Promenade Leisure Sinclair Canvas Shoes",499,"No Description",0.0,NULL,NULL
"Bata Corporate Casuals",2999,"No Description",0.0,NULL,NULL
"Bata Loafers",2199,"No Description",0.0,NULL,NULL
"Bata Fusion Sneakers",899,"No Description",3.4,NULL,NULL
"Bata Casual Shoes",2799,"No Description",0.0,NULL,NULL
"Bata Casual Shoes",1999,"No Description",0.0,NULL,NULL
"Bata Casual Shoes",2499,"No Description",0.0,NULL,NULL
"Bata Ease Sneakers",799,"No Description",4.0,NULL,NULL
"Bata Remo Loafers",999,"No Description",0.0,NULL,NULL
"Bata Remo Casuals",999,"No Description",0.0,NULL,NULL
"Bata Loafers",2199,"No Description",3.0,NULL,NULL
"Bata Casuals",999,"No Description",0.0,NULL,NULL
"Kielz Red Men's Canvas Shoes",1049,"No Description",0.0,NULL,NULL
"Oricum Black-202 Canvas Shoes",348,"No Description",0.0,NULL,NULL
"Marcbeau Panther Canvas Shoes",649,"No Description",0.0,NULL,NULL
"Duppy Avenge Canvas Shoes",499,"No Description",3.5,NULL,NULL
"Vivaan Footwear Black-152 Canvas Shoes",348,"No Description",0.0,NULL,NULL
"NE Shoes Canvas Shoes",489,"No Description",0.0,NULL,NULL
"Duppy Star Canvas Shoes",499,"No Description",4.2,NULL,NULL
"Ozone Canvas Shoes",399,"No Description",0.0,NULL,NULL
"Promenade Leisure Stripe Canvas Shoes",699,"No Description",0.0,NULL,NULL
"Bata Fusion Sneakers",899,"No Description",3.3,NULL,NULL
"Bata Casuals",399,"No Description",0.0,NULL,NULL
"Bata Casual Shoes",3299,"No Description",0.0,NULL,NULL
"Cox Swain 107bg Canvas Shoes",349,"No Description",0.0,NULL,NULL
"Lavista Canvas Shoes",599,"No Description",0.0,NULL,NULL
"Smoky Red Canvas Canvas Shoes",499,"No Description",4.0,NULL,NULL
"Little Spark Hunny Canvas Shoes",299,"No Description",5.0,NULL,NULL
"Krish Canvas Shoes",699,"No Description",0.0,NULL,NULL
"Drex Canvas Shoes",499,"No Description",2.5,NULL,NULL
"Promenade Leisure Star Canvas Shoes",499,"No Description",0.0,NULL,NULL
"Thisrupt Canvas Shoes",399,"No Description",0.0,NULL,NULL
"Drex Canvas Shoes",499,"No Description",0.0,NULL,NULL
